market,calendar_date,session_state,reconstruction_state,coverage_calendar,coverage_security_lifecycle,coverage_daily_price,coverage_market_status,coverage_corporate_action,coverage_fundamental,reason_codes
TPEX,2025-02-22,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-02-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-02-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-02-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-02-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-02-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-02-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-02-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-02-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-02-27,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-02-27,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-02-28,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-02-28,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-01,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-01,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-02,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-02,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-03,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-03,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-04,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-04,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-05,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-05,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-06,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-06,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-07,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-07,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-08,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-08,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-09,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-09,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-10,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-10,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-11,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-11,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-12,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2025-03-12,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2025-03-13,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
